pubmed_id
12840067
11007895
11007896
9402657
10521392
8417345
16824955
9436976
9606183
17482542
8756616
12011461
7799943
11124810
17470636
15071503
17418410
14645546
18511601
11909946
11691837
11447290
9159130
10823953
15060135
11884613
9653127
9822602
12194703
21323543
18259193
20194441
12628185
22961658
23183047
21697976
21921738
20501615
19217150
8973628
6034749
10935474
9724644
22988108
21708926
19538929
21358638
19604300
17284606
11226286
20010940
22264788
269113
13304213
20965423
20368286
19127065
16286658
10508165
11274368
21412054
19255431
22677546
28337200
20164116
20015196
19946328
18281291
19273585
22106302
22101433
18294659
20406991
